Date,official_ttc_GAZOLE_eur_liter,official_ttc_SP95_eur_liter,official_ttc_E10_eur_liter,official_ttc_SP98_eur_liter,official_ttc_E85_eur_liter,official_ttc_GPLC_eur_liter,station_ttc_E85_eur_liter,station_ttc_GPLC_eur_liter,station_ttc_GAZOLE_eur_liter,station_ttc_SP95_eur_liter,station_ttc_E10_eur_liter,station_ttc_SP98_eur_liter,Day_of_week
2022-12-23,1.7494,1.6551,1.616,1.7138,0.8658,0.8837,0.89067,0.89462,1.74622,1.65894,1.60482,1.7087,Friday
2022-12-24,,,,,,,0.8866,0.88785,1.74181,1.65542,1.60215,1.7058,Saturday
2022-12-25,,,,,,,0.89843,0.90373,1.74675,1.64514,1.61341,1.72022,Sunday
2022-12-26,,,,,,,0.88627,0.89051,1.74236,1.65902,1.60663,1.7084,Monday
2022-12-27,,,,,,,0.88705,0.89596,1.75244,1.66714,1.61456,1.71471,Tuesday
2022-12-28,,,,,,,0.89238,0.89806,1.75591,1.66765,1.61643,1.71823,Wednesday
2022-12-29,,,,,,,0.89156,0.89765,1.7638,1.6734,1.62383,1.722,Thursday
2022-12-30,1.7665,1.6788,1.6423,1.7372,0.8714,0.8924,0.8873,0.89663,1.76245,1.68453,1.62909,1.72845,Friday
2022-12-31,,,,,,,0.89576,0.90229,1.77185,1.73327,1.63535,1.7429,Saturday
2023-01-01,,,,,,,1.1172,0.9969,1.91737,1.8289,1.81163,1.91196,Sunday
2023-01-02,,,,,,,1.05788,0.97955,1.8908,1.8239,1.7912,1.87265,Monday
2023-01-03,,,,,,,1.10812,0.98791,1.90824,1.84849,1.82532,1.91223,Tuesday
2023-01-04,,,,,,,1.11374,0.99044,1.91533,1.85488,1.83633,1.9208,Wednesday
2023-01-05,,,,,,,1.12419,0.98646,1.91518,1.86191,1.84161,1.92452,Thursday
2023-01-06,1.8994,1.8516,1.8346,1.915,1.0881,0.97,1.12041,0.97924,1.90579,1.85787,1.83479,1.91448,Friday
2023-01-07,,,,,,,1.13206,0.98355,1.89971,1.85384,1.83754,1.92297,Saturday
2023-01-08,,,,,,,1.14424,0.99734,1.91117,1.84738,1.84569,1.9338,Sunday
2023-01-09,,,,,,,1.12585,0.98539,1.89178,1.85347,1.8278,1.91514,Monday
2023-01-10,,,,,,,1.13148,0.98404,1.89972,1.85737,1.83421,1.92304,Tuesday
2023-01-11,,,,,,,1.12983,0.96318,1.88215,1.85226,1.82277,1.90648,Wednesday
2023-01-12,,,,,,,1.13006,0.96514,1.88496,1.85641,1.83172,1.91996,Thursday
2023-01-13,1.8846,1.8572,1.8365,1.9208,1.1003,0.9677,1.12587,0.98484,1.89497,1.8655,1.8467,1.93085,Friday
2023-01-14,,,,,,,1.13611,0.99147,1.89699,1.86776,1.84598,1.92714,Saturday
2023-01-15,,,,,,,1.14296,0.99521,1.9265,1.87007,1.87846,1.96956,Sunday
2023-01-16,,,,,,,1.12192,0.98863,1.89789,1.87986,1.84844,1.9313,Monday
2023-01-17,,,,,,,1.12597,0.99007,1.9143,1.89228,1.86548,1.94959,Tuesday
2023-01-18,,,,,,,1.12877,0.98896,1.92102,1.89494,1.87374,1.96165,Wednesday
2023-01-19,,,,,,,1.14029,0.99318,1.92817,1.90398,1.88125,1.96924,Thursday
2023-01-20,1.9162,1.9008,1.8748,1.9593,1.1083,0.9695,1.12947,0.98681,1.9229,1.90675,1.87504,1.95671,Friday
2023-01-21,,,,,,,1.14126,0.99231,1.93434,1.90532,1.89024,1.97512,Saturday
2023-01-22,,,,,,,1.14434,1.00153,1.94484,1.90284,1.90176,1.98821,Sunday
2023-01-23,,,,,,,1.12862,0.99003,1.93166,1.91106,1.88601,1.97167,Monday
2023-01-24,,,,,,,1.1356,0.98958,1.94905,1.92463,1.90763,1.99133,Tuesday
2023-01-25,,,,,,,1.13822,0.99353,1.9476,1.93177,1.90421,1.98607,Wednesday
2023-01-26,,,,,,,1.13119,0.99037,1.95185,1.943,1.91054,1.99503,Thursday
2023-01-27,1.9432,1.9334,1.9103,1.9952,1.1154,0.9699,1.13948,0.98441,1.9468,1.93962,1.91015,1.99376,Friday
2023-01-28,,,,,,,1.14097,0.98466,1.9417,1.93572,1.91481,1.99775,Saturday
2023-01-29,,,,,,,1.14468,1.00149,1.95238,1.93686,1.92712,2.01329,Sunday
2023-01-30,,,,,,,1.13892,0.98823,1.94001,1.9362,1.91382,1.99986,Monday
2023-01-31,,,,,,,1.13159,0.99166,1.93481,1.93823,1.91721,2.00841,Tuesday
2023-02-01,,,,,,,1.12789,0.9941,1.92196,1.93667,1.90797,2.00065,Wednesday
2023-02-02,,,,,,,1.13505,0.99017,1.90539,1.93089,1.90573,1.99443,Thursday
2023-02-03,1.8873,1.9299,1.8996,1.9878,1.1229,0.9723,1.13125,0.99097,1.87965,1.91957,1.89181,1.98501,Friday
2023-02-04,,,,,,,1.13221,0.99128,1.8632,1.91795,1.89054,1.98462,Saturday
2023-02-05,,,,,,,1.13774,1.0026,1.86856,1.92635,1.90114,1.99194,Sunday
2023-02-06,,,,,,,1.12669,0.99115,1.85292,1.90982,1.87727,1.9713,Monday
2023-02-07,,,,,,,1.12881,0.98958,1.8414,1.90956,1.878,1.97566,Tuesday
2023-02-08,,,,,,,1.12717,0.99278,1.83107,1.91631,1.87426,1.97189,Wednesday
2023-02-09,,,,,,,1.12742,0.99171,1.83321,1.90327,1.87186,1.96713,Thursday
2023-02-10,1.8279,1.9038,1.8729,1.9639,1.1174,0.9705,1.12773,0.99303,1.82458,1.89667,1.86629,1.96072,Friday
2023-02-11,,,,,,,1.12809,0.99164,1.82829,1.89752,1.87472,1.96952,Saturday
2023-02-12,,,,,,,1.12946,1.00117,1.84424,1.90264,1.88812,1.98631,Sunday
2023-02-13,,,,,,,1.12777,0.99027,1.81956,1.8936,1.8692,1.96115,Monday
2023-02-14,,,,,,,1.12743,0.98846,1.83103,1.91321,1.87817,1.96778,Tuesday
2023-02-15,,,,,,,1.1271,0.99118,1.83291,1.90468,1.87795,1.97105,Wednesday
2023-02-16,,,,,,,1.12738,0.99538,1.83975,1.90874,1.87799,1.97008,Thursday
2023-02-17,1.8382,1.907,1.8776,1.9664,1.1155,0.9741,1.1271,0.99058,1.83036,1.90629,1.87505,1.9648,Friday
2023-02-18,,,,,,,1.12677,0.99203,1.82666,1.90226,1.87563,1.96595,Saturday
2023-02-19,,,,,,,1.12873,1.0002,1.84223,1.90908,1.88945,1.98422,Sunday
2023-02-20,,,,,,,1.12573,0.9908,1.82552,1.89623,1.87012,1.96072,Monday
2023-02-21,,,,,,,1.12658,0.99249,1.825,1.9069,1.87127,1.96146,Tuesday
2023-02-22,,,,,,,1.1258,0.98878,1.81749,1.89858,1.86804,1.95968,Wednesday
2023-02-23,,,,,,,1.12709,0.99322,1.81901,1.89855,1.86912,1.96265,Thursday
2023-02-24,1.8101,1.8976,1.8687,1.958,1.1194,0.9772,1.12867,0.99863,1.81489,1.88889,1.86678,1.96114,Friday
2023-02-25,,,,,,,1.12759,0.99098,1.80557,1.88844,1.86497,1.95625,Saturday
2023-02-26,,,,,,,1.12981,1.0002,1.82219,1.89233,1.87825,1.97041,Sunday
2023-02-27,,,,,,,1.12722,0.98981,1.80332,1.89019,1.86136,1.95468,Monday
2023-02-28,,,,,,,1.12959,0.99259,1.81589,1.89783,1.86942,1.96189,Tuesday
2023-03-01,,,,,,,1.12964,0.99988,1.82166,1.89575,1.87432,1.96885,Wednesday
2023-03-02,,,,,,,1.13156,0.9898,1.82472,1.89563,1.87648,1.96847,Thursday
2023-03-03,1.812,1.8859,1.8618,1.9526,1.1087,0.9777,1.12677,0.98303,1.81839,1.87599,1.86229,1.94516,Friday
2023-03-04,,,,,,,1.12994,0.98788,1.82912,1.88494,1.87259,1.95897,Saturday
2023-03-05,,,,,,,1.12994,0.99523,1.83921,1.88992,1.88021,1.97366,Sunday
2023-03-06,,,,,,,1.1307,0.98768,1.83431,1.89797,1.87813,1.96262,Monday
2023-03-07,,,,,,,1.12966,0.99004,1.84786,1.91292,1.88957,1.97882,Tuesday
2023-03-08,,,,,,,1.1277,0.99167,1.8487,1.9137,1.89503,1.98071,Wednesday
2023-03-09,,,,,,,1.13034,0.99404,1.84867,1.92186,1.8877,1.97404,Thursday
2023-03-10,1.8383,1.9166,1.8882,1.9746,1.1232,0.9751,1.12964,0.98994,1.84045,1.92006,1.88339,1.97011,Friday
2023-03-11,,,,,,,1.13057,0.99443,1.84146,1.92034,1.89132,1.97864,Saturday
2023-03-12,,,,,,,1.1304,1.00191,1.8633,1.91703,1.90939,2.00642,Sunday
2023-03-13,,,,,,,1.13091,0.99526,1.85134,1.91984,1.90492,1.99272,Monday
2023-03-14,,,,,,,1.13134,0.98878,1.8476,1.91934,1.89758,1.99209,Tuesday
2023-03-15,,,,,,,1.13049,0.9929,1.83717,1.92195,1.88706,1.97873,Wednesday
2023-03-16,,,,,,,1.13128,0.99342,1.83737,1.91918,1.89289,1.98604,Thursday
2023-03-17,1.8183,1.9127,1.8842,1.973,1.1241,0.9751,1.12651,0.9971,1.81674,1.9101,1.8789,1.96939,Friday
2023-03-18,,,,,,,1.12658,0.99854,1.81647,1.90371,1.88325,1.97663,Saturday
2023-03-19,,,,,,,1.12931,1.00835,1.83825,1.91066,1.89633,1.99551,Sunday
2023-03-20,,,,,,,1.1217,0.99916,1.82298,1.90904,1.89292,1.98298,Monday
2023-03-21,,,,,,,1.12742,1.0192,1.83215,1.91593,1.89865,1.99152,Tuesday
2023-03-22,,,,,,,1.12425,1.00125,1.82312,1.9194,1.88271,1.97206,Wednesday
2023-03-23,,,,,,,1.12828,1.00661,1.82119,1.92048,1.88362,1.97139,Thursday
2023-03-24,1.8162,1.9214,1.8857,1.9745,1.1192,0.9868,1.12476,1.00575,1.82083,1.92551,1.88272,1.97478,Friday
2023-03-25,,,,,,,1.12549,1.01289,1.82321,1.91751,1.90603,1.99208,Saturday
2023-03-26,,,,,,,1.13066,1.01966,1.84137,1.9203,1.92526,2.011,Sunday
2023-03-27,,,,,,,1.12695,1.00978,1.82065,1.92786,1.89938,1.98221,Monday
2023-03-28,,,,,,,1.12896,1.00673,1.82341,1.94081,1.91374,2.00486,Tuesday
2023-03-29,,,,,,,1.13018,1.00287,1.82498,1.94425,1.91747,2.00762,Wednesday
2023-03-30,,,,,,,1.12749,1.00961,1.82449,1.94643,1.91845,2.00055,Thursday
2023-03-31,1.8093,1.9361,1.9105,1.9977,1.1254,0.9959,1.1291,1.00458,1.80994,1.94138,1.91777,2.00255,Friday
2023-04-01,,,,,,,1.12813,0.99486,1.79757,1.94191,1.91909,2.00651,Saturday
2023-04-02,,,,,,,1.12608,1.0098,1.81039,1.93608,1.93585,2.02387,Sunday
2023-04-03,,,,,,,1.12946,1.00127,1.80093,1.9371,1.90864,1.99673,Monday
2023-04-04,,,,,,,1.13222,0.99915,1.81044,1.95077,1.92806,2.02394,Tuesday
2023-04-05,,,,,,,1.12936,1.00017,1.80789,1.95645,1.92528,2.00487,Wednesday
2023-04-06,,,,,,,1.12923,1.00261,1.80618,1.95716,1.93119,2.00462,Thursday
2023-04-07,1.8014,1.9493,1.9246,1.9904,1.1255,0.9869,1.12575,0.9961,1.80979,1.95831,1.93277,1.98999,Friday
2023-04-08,,,,,,,1.1255,0.995,1.8046,1.95075,1.91872,1.98403,Saturday
2023-04-09,,,,,,,1.12791,1.00476,1.82196,1.95811,1.95158,1.98601,Sunday
2023-04-10,,,,,,,1.12832,1.00556,1.82663,1.96447,1.95035,1.98673,Monday
2023-04-11,,,,,,,1.12575,0.99596,1.80541,1.95976,1.93086,1.98762,Tuesday
2023-04-12,,,,,,,1.12362,0.99736,1.80672,1.96128,1.93225,1.99089,Wednesday
2023-04-13,,,,,,,1.1259,1.00185,1.80299,1.96497,1.93642,1.9923,Thursday
2023-04-14,1.7998,1.9612,1.9358,2.003,1.1177,0.9922,1.12101,0.99115,1.79793,1.96476,1.93473,1.9921,Friday
2023-04-15,,,,,,,1.12334,0.99305,1.79699,1.96379,1.93957,1.99023,Saturday
2023-04-16,,,,,,,1.12596,1.00135,1.81662,1.97036,1.95254,1.989,Sunday
2023-04-17,,,,,,,1.12319,0.99811,1.80488,1.96006,1.93831,1.99596,Monday
2023-04-18,,,,,,,1.12351,0.99641,1.79173,1.96315,1.93885,1.99022,Tuesday
2023-04-19,,,,,,,1.1233,0.99903,1.78406,1.95331,1.92803,1.98854,Wednesday
2023-04-20,,,,,,,1.12257,0.99606,1.78425,1.95471,1.92983,1.98971,Thursday
2023-04-21,1.7621,1.9413,1.9132,1.9885,1.1019,0.9825,1.11996,0.99373,1.75805,1.93293,1.90876,1.97716,Friday
2023-04-22,,,,,,,1.12056,0.99192,1.75698,1.92634,1.89791,1.97514,Saturday
2023-04-23,,,,,,,1.12537,0.99639,1.77075,1.93145,1.91219,1.97854,Sunday
2023-04-24,,,,,,,1.1211,0.98667,1.73947,1.92109,1.88341,1.96877,Monday
2023-04-25,,,,,,,1.12229,0.99979,1.74737,1.91506,1.88589,1.96757,Tuesday
2023-04-26,,,,,,,1.10995,0.98646,1.74558,1.91164,1.88611,1.96722,Wednesday
2023-04-27,,,,,,,1.11384,0.99639,1.73945,1.91526,1.88518,1.96454,Thursday
2023-04-28,1.72,1.9108,1.8782,1.9631,1.0883,0.9847,1.10478,0.9937,1.71631,1.90091,1.87206,1.95701,Friday
2023-04-29,,,,,,,1.11426,0.99003,1.70869,1.90055,1.86679,1.9549,Saturday
2023-04-30,,,,,,,1.12339,1.00044,1.72448,1.90526,1.87839,1.96461,Sunday
2023-05-01,,,,,,,1.12369,0.9928,1.75233,1.90895,1.90946,1.97147,Monday
2023-05-02,,,,,,,1.10426,0.9901,1.70233,1.88609,1.85465,1.94977,Tuesday
2023-05-03,,,,,,,1.10984,0.99047,1.69934,1.89355,1.86366,1.94924,Wednesday
2023-05-04,,,,,,,1.10787,0.99175,1.68062,1.88073,1.85002,1.94077,Thursday
2023-05-05,1.6655,1.8718,1.8401,1.9291,1.0903,0.9836,1.10017,0.98923,1.6559,1.86234,1.82781,1.92426,Friday
2023-05-06,,,,,,,1.11966,0.99241,1.65007,1.8475,1.81778,1.9019,Saturday
2023-05-07,,,,,,,1.12496,1.00436,1.67318,1.8663,1.84265,1.94457,Sunday
2023-05-08,,,,,,,1.12219,1.00416,1.67141,1.85896,1.8383,1.94359,Monday
2023-05-09,,,,,,,1.12101,0.98942,1.65466,1.84681,1.81986,1.91951,Tuesday
2023-05-10,,,,,,,1.13365,0.99176,1.65305,1.84468,1.81708,1.91717,Wednesday
2023-05-11,,,,,,,1.13598,0.98883,1.65819,1.85123,1.8191,1.91623,Thursday
2023-05-12,1.6555,1.8552,1.8223,1.9112,1.1163,0.9814,1.13883,0.98973,1.65285,1.85751,1.81265,1.90998,Friday
2023-05-13,,,,,,,1.13739,0.98854,1.65511,1.84546,1.81276,1.8961,Saturday
2023-05-14,,,,,,,1.1293,1.00334,1.67055,1.85435,1.83186,1.93779,Sunday
2023-05-15,,,,,,,1.14506,0.99001,1.65999,1.84946,1.81477,1.91604,Monday
2023-05-16,,,,,,,1.15088,0.99537,1.6571,1.8449,1.82276,1.91813,Tuesday
2023-05-17,,,,,,,1.14014,0.98915,1.66553,1.85579,1.82648,1.91656,Wednesday
2023-05-18,,,,,,,1.12996,1.00297,1.68314,1.85658,1.84508,1.93036,Thursday
2023-05-19,1.6601,1.8505,1.824,1.9088,1.1192,0.9814,1.13477,0.99199,1.66944,1.84848,1.83163,1.92079,Friday
2023-05-20,,,,,,,1.13327,0.98969,1.66519,1.8474,1.82431,1.89946,Saturday
2023-05-21,,,,,,,1.12743,1.00528,1.68075,1.8611,1.84048,1.93943,Sunday
2023-05-22,,,,,,,1.13196,0.99047,1.66686,1.85167,1.82472,1.91731,Monday
2023-05-23,,,,,,,1.13397,0.99637,1.66703,1.85812,1.82867,1.91968,Tuesday
2023-05-24,,,,,,,1.13229,0.99176,1.67446,1.85926,1.84202,1.92608,Wednesday
2023-05-25,,,,,,,1.13166,0.99412,1.67992,1.87434,1.84416,1.92875,Thursday
2023-05-26,1.6722,1.8763,1.846,1.927,1.106,0.9818,1.12824,0.99115,1.67545,1.87286,1.84351,1.92586,Friday
2023-05-27,,,,,,,1.12558,0.98999,1.67492,1.86857,1.84848,1.93291,Saturday
2023-05-28,,,,,,,1.12527,1.00492,1.68717,1.86996,1.86303,1.95135,Sunday
2023-05-29,,,,,,,1.12567,1.00457,1.68671,1.87722,1.86159,1.94876,Monday
2023-05-30,,,,,,,1.12441,0.99306,1.67669,1.87357,1.84797,1.93344,Tuesday
2023-05-31,,,,,,,1.12615,0.99448,1.67621,1.87064,1.84817,1.93175,Wednesday
2023-06-01,,,,,,,1.10674,0.99431,1.66954,1.86682,1.85493,1.93163,Thursday
2023-06-02,1.6658,1.8715,1.8428,1.926,1.0903,0.9812,1.09846,0.98989,1.66498,1.86053,1.83137,1.92422,Friday
2023-06-03,,,,,,,1.08466,0.99053,1.66568,1.8578,1.83638,1.92914,Saturday
2023-06-04,,,,,,,1.11081,1.00337,1.6804,1.86638,1.85306,1.94887,Sunday
2023-06-05,,,,,,,1.08543,0.99024,1.67535,1.86196,1.8401,1.92848,Monday
2023-06-06,,,,,,,1.09059,0.9964,1.6802,1.87241,1.84437,1.93209,Tuesday
2023-06-07,,,,,,,1.08444,0.9875,1.68179,1.8692,1.84741,1.93228,Wednesday
2023-06-08,,,,,,,1.09358,0.98819,1.6882,1.87409,1.85311,1.93472,Thursday
2023-06-09,1.6797,1.8784,1.8469,1.9294,1.0771,0.981,1.08341,0.98971,1.68534,1.87398,1.84636,1.93194,Friday
2023-06-10,,,,,,,1.08519,0.98886,1.68743,1.87075,1.85483,1.93742,Saturday
2023-06-11,,,,,,,1.08839,1.00015,1.70093,1.87488,1.86369,1.95389,Sunday
2023-06-12,,,,,,,1.08383,0.99179,1.68668,1.8763,1.84796,1.93244,Monday
2023-06-13,,,,,,,1.08865,0.99035,1.69351,1.87416,1.85887,1.93977,Tuesday
2023-06-14,,,,,,,1.08796,0.98912,1.67778,1.86749,1.84597,1.93224,Wednesday
2023-06-15,,,,,,,1.0883,0.99007,1.67771,1.86365,1.83969,1.93353,Thursday
2023-06-16,1.676,1.8729,1.8417,1.9263,1.0715,0.9809,1.08278,0.98971,1.68424,1.85478,1.84101,1.92663,Friday
2023-06-17,,,,,,,1.08359,0.9901,1.68417,1.85979,1.84328,1.93045,Saturday
2023-06-18,,,,,,,1.0899,1.0034,1.6965,1.86866,1.85629,1.94885,Sunday
2023-06-19,,,,,,,1.08262,0.98768,1.68806,1.8664,1.83849,1.92978,Monday
2023-06-20,,,,,,,1.08524,0.99078,1.70445,1.87346,1.84775,1.93142,Tuesday
2023-06-21,,,,,,,1.08197,0.9872,1.70517,1.87161,1.84319,1.93053,Wednesday
2023-06-22,,,,,,,1.07994,0.98616,1.7136,1.86642,1.8512,1.93587,Thursday
2023-06-23,1.7035,1.8707,1.8405,1.9248,1.0668,0.9803,1.08189,0.98941,1.70664,1.86271,1.83667,1.92587,Friday
2023-06-24,,,,,,,1.08244,0.98829,1.70157,1.85929,1.83014,1.92477,Saturday
2023-06-25,,,,,,,1.08698,1.00375,1.71478,1.86318,1.8431,1.93989,Sunday
2023-06-26,,,,,,,1.07603,0.98864,1.69691,1.84908,1.82258,1.91878,Monday
2023-06-27,,,,,,,1.06206,0.98604,1.70112,1.8448,1.818,1.89928,Tuesday
2023-06-28,,,,,,,1.06029,0.98779,1.69431,1.84857,1.81958,1.89899,Wednesday
2023-06-29,,,,,,,1.05121,0.98935,1.69698,1.84147,1.81099,1.89276,Thursday
2023-06-30,1.6752,1.826,1.8021,1.8929,1.0349,0.9809,1.03791,0.97794,1.67355,1.80583,1.79462,1.87367,Friday
2023-07-01,,,,,,,1.04827,0.9676,1.6784,1.8067,1.79872,1.88348,Saturday
2023-07-02,,,,,,,1.05371,1.00216,1.69053,1.80034,1.81866,1.92146,Sunday
2023-07-03,,,,,,,1.04263,0.98632,1.67023,1.82255,1.79863,1.8806,Monday
2023-07-04,,,,,,,1.04998,0.98815,1.6819,1.8348,1.81148,1.90716,Tuesday
2023-07-05,,,,,,,1.03556,0.98634,1.68449,1.83456,1.81035,1.90699,Wednesday
2023-07-06,,,,,,,1.0353,0.98651,1.69589,1.83098,1.81143,1.90986,Thursday
2023-07-07,1.6658,1.8129,1.7895,1.8768,1.0114,0.982,1.00409,0.97813,1.63637,1.76651,1.74236,1.82295,Friday
2023-07-08,,,,,,,1.02222,0.98535,1.67172,1.80208,1.79412,1.88703,Saturday
2023-07-09,,,,,,,1.02939,0.99475,1.68342,1.80688,1.80867,1.88502,Sunday
2023-07-10,,,,,,,1.02147,0.98652,1.68369,1.82251,1.8007,1.89435,Monday
2023-07-11,,,,,,,1.02574,0.98894,1.69764,1.8345,1.80826,1.88595,Tuesday
2023-07-12,,,,,,,1.02364,0.98915,1.70172,1.83215,1.81263,1.88959,Wednesday
2023-07-13,,,,,,,1.02229,0.98812,1.70883,1.8362,1.82222,1.90926,Thursday
2023-07-14,1.6949,1.8353,1.8113,1.8946,1.0274,0.9822,1.01155,0.96682,1.6842,1.77541,1.79967,1.88301,Friday
2023-07-15,,,,,,,1.02427,0.98175,1.70138,1.80446,1.81905,1.91439,Saturday
2023-07-16,,,,,,,1.02812,0.99357,1.71744,1.81674,1.8293,1.92977,Sunday
2023-07-17,,,,,,,1.01786,0.98829,1.69667,1.83866,1.80603,1.88017,Monday
2023-07-18,,,,,,,1.02417,0.98899,1.70559,1.8476,1.82013,1.91229,Tuesday
2023-07-19,,,,,,,1.02448,0.98682,1.70797,1.84428,1.83728,1.91442,Wednesday
2023-07-20,,,,,,,1.02484,0.99045,1.71607,1.85011,1.8432,1.92234,Thursday
2023-07-21,1.7002,1.8469,1.8268,1.9021,1.0174,0.9901,1.00464,0.97801,1.70688,1.83153,1.8294,1.90796,Friday
2023-07-22,,,,,,,1.02296,0.9877,1.72796,1.84147,1.85159,1.93078,Saturday
2023-07-23,,,,,,,1.02706,0.99498,1.72171,1.82697,1.84278,1.93161,Sunday
2023-07-24,,,,,,,1.02097,0.98751,1.70953,1.86169,1.83143,1.91449,Monday
2023-07-25,,,,,,,1.0278,0.9898,1.73718,1.88676,1.8595,1.93081,Tuesday
2023-07-26,,,,,,,1.02602,0.98938,1.74218,1.89495,1.86982,1.93946,Wednesday
2023-07-27,,,,,,,1.02647,0.98976,1.75298,1.90136,1.87974,1.94687,Thursday
2023-07-28,1.7399,1.893,1.8671,1.9418,1.0253,0.985,1.012,0.97696,1.73601,1.87232,1.84341,1.92721,Friday
2023-07-29,,,,,,,1.01618,0.98244,1.75816,1.88349,1.86773,1.94442,Saturday
2023-07-30,,,,,,,1.02324,0.99504,1.79146,1.88059,1.88844,1.95913,Sunday
2023-07-31,,,,,,,1.02871,0.98405,1.77716,1.9164,1.88579,1.95548,Monday
2023-08-01,,,,,,,1.03,0.99387,1.7923,1.92558,1.89657,1.96442,Tuesday
2023-08-02,,,,,,,1.03241,0.98499,1.81383,1.93036,1.91244,1.96998,Wednesday
2023-08-03,,,,,,,1.03169,0.99371,1.82135,1.93168,1.91631,1.97484,Thursday
2023-08-04,1.8064,1.9103,1.8953,1.9658,1.0263,0.9844,1.0148,0.98192,1.8007,1.88634,1.87755,1.94895,Friday
2023-08-05,,,,,,,1.02346,0.98016,1.8185,1.90306,1.88628,1.96388,Saturday
2023-08-06,,,,,,,1.02513,0.9955,1.83324,1.91126,1.89917,1.96898,Sunday
2023-08-07,,,,,,,1.02906,0.98664,1.82065,1.91561,1.89288,1.96148,Monday
2023-08-08,,,,,,,1.02984,0.99163,1.84057,1.91882,1.89293,1.96508,Tuesday
2023-08-09,,,,,,,1.02995,0.98986,1.83517,1.91697,1.89377,1.96516,Wednesday
2023-08-10,,,,,,,1.02713,0.98607,1.85311,1.9237,1.91348,1.97539,Thursday
2023-08-11,1.8346,1.9129,1.8963,1.9701,1.0281,0.9862,1.01442,0.97979,1.848,1.91111,1.90615,1.96312,Friday
2023-08-12,,,,,,,1.02516,0.98218,1.85558,1.91839,1.9217,1.97441,Saturday
2023-08-13,,,,,,,1.0222,0.99604,1.86418,1.89712,1.93173,1.97884,Sunday
2023-08-14,,,,,,,1.02595,0.99038,1.84058,1.92618,1.89816,1.97146,Monday
2023-08-15,,,,,,,1.02905,0.99785,1.86774,1.94003,1.9315,1.9838,Tuesday
2023-08-16,,,,,,,1.0275,0.9871,1.85152,1.94409,1.91934,1.97695,Wednesday
2023-08-17,,,,,,,1.03001,0.98803,1.85125,1.94657,1.92793,1.98157,Thursday
2023-08-18,1.8336,1.9329,1.9137,1.9826,1.0259,0.9854,1.01052,0.97643,1.80795,1.90413,1.89722,1.9574,Friday
2023-08-19,,,,,,,1.01394,0.98151,1.83964,1.92978,1.91712,1.97735,Saturday
2023-08-20,,,,,,,1.02106,0.99488,1.85875,1.9302,1.94221,1.9843,Sunday
2023-08-21,,,,,,,1.02431,0.98355,1.84883,1.95196,1.92865,1.98576,Monday
2023-08-22,,,,,,,1.02315,0.99025,1.85798,1.95727,1.93573,1.99518,Tuesday
2023-08-23,,,,,,,1.0261,0.98966,1.85295,1.9579,1.93386,1.99256,Wednesday
2023-08-24,,,,,,,1.0224,0.98651,1.85648,1.95339,1.93166,1.98863,Thursday
2023-08-25,1.824,1.9331,1.9171,1.9844,1.0286,0.9833,1.00523,0.97945,1.8542,1.92075,1.92485,1.97887,Friday
2023-08-26,,,,,,,1.01958,0.98103,1.87105,1.92572,1.94277,1.98787,Saturday
2023-08-27,,,,,,,1.02487,0.98697,1.88192,1.92309,1.95211,1.98958,Sunday
2023-08-28,,,,,,,1.02209,0.98649,1.86516,1.9626,1.9345,1.99324,Monday
2023-08-29,,,,,,,1.02369,0.98971,1.87299,1.96906,1.94071,1.99588,Tuesday
2023-08-30,,,,,,,1.02151,0.98604,1.87617,1.96791,1.94269,1.99467,Wednesday
2023-08-31,,,,,,,1.02391,0.98884,1.88517,1.96589,1.94602,2.00137,Thursday
2023-09-01,1.8587,1.957,1.9265,1.999,1.0268,0.9852,1.01762,0.98834,1.84028,1.94725,1.91953,1.97453,Friday
2023-09-02,,,,,,,1.01887,0.98812,1.85153,1.95121,1.92875,1.98881,Saturday
2023-09-03,,,,,,,1.02313,1.00046,1.87279,1.96418,1.9468,1.98946,Sunday
2023-09-04,,,,,,,1.02141,0.99347,1.85721,1.95937,1.93547,1.99551,Monday
2023-09-05,,,,,,,1.02395,0.98859,1.87839,1.96327,1.93885,1.9948,Tuesday
2023-09-06,,,,,,,1.02548,0.98596,1.88286,1.95972,1.9385,1.99355,Wednesday
2023-09-07,,,,,,,1.02382,0.98823,1.88632,1.96354,1.94056,1.9947,Thursday
2023-09-08,1.8817,1.9617,1.9359,2.0043,1.0285,0.9815,1.02164,0.98901,1.8881,1.96089,1.93549,1.99242,Friday
2023-09-09,,,,,,,1.02282,0.98845,1.90907,1.95891,1.94106,1.99146,Saturday
2023-09-10,,,,,,,1.02458,1.00416,1.93204,1.95925,1.95471,1.98976,Sunday
2023-09-11,,,,,,,1.04862,0.98882,1.90849,1.96431,1.93981,1.99682,Monday
2023-09-12,,,,,,,1.02479,0.9932,1.9209,1.9695,1.94199,1.9989,Tuesday
2023-09-13,,,,,,,1.02383,0.98566,1.92361,1.96606,1.94154,1.99709,Wednesday
2023-09-14,,,,,,,1.01836,0.98493,1.93209,1.97018,1.94239,2.00066,Thursday
2023-09-15,1.9294,1.9674,1.9397,2.0068,1.0243,0.9761,1.01943,0.97363,1.93762,1.96857,1.93969,1.99722,Friday
2023-09-16,,,,,,,1.02137,0.98849,1.94395,1.96556,1.94746,1.99819,Saturday
